date,state,price
2022-1,Johor,1.2717022064617811
2022-2,Johor,1.2700375494071148
2022-3,Johor,1.2701844025703923
2022-4,Johor,1.2869355877616748
2022-5,Johor,1.2708192389006343
2022-6,Johor,1.3100894845894846
2022-7,Johor,1.2635975289619357
2022-8,Johor,1.2724302494742605
2022-9,Johor,1.2913488280126546
2022-10,Johor,1.2671033656369641
2022-11,Johor,1.4522894141982812
2022-12,Johor,1.5924937090200249
2023-1,Johor,1.5166839224359314
2023-2,Johor,1.543280260380014
2023-3,Johor,1.5789981109991702
2023-4,Johor,1.5053581518789851
2023-5,Johor,1.505488211010995
2023-6,Johor,1.5139552184221146
2023-7,Johor,1.4395646901062684
2023-8,Johor,1.3496695828510412
2023-9,Johor,1.3675957766046123
2023-10,Johor,1.359432786885246
2023-11,Johor,1.5073453970797719
2022-1,Kedah,1.264036932609301
2022-2,Kedah,1.2654707602339181
2022-3,Kedah,1.2652334273029837
2022-4,Kedah,1.2553867476609413
2022-5,Kedah,1.2646772875816994
2022-6,Kedah,1.2741366366366367
2022-7,Kedah,1.2748172514619882
2022-8,Kedah,1.2912248461037936
2022-9,Kedah,1.321720430107527
2022-10,Kedah,1.3092796782410752
2022-11,Kedah,1.305296484454379
2022-12,Kedah,1.316594669117647
2023-1,Kedah,1.3180027102732985
2023-2,Kedah,1.299733543417367
2023-3,Kedah,1.3143342670401494
2023-4,Kedah,1.3250507650029708
2023-5,Kedah,1.3203165007112376
2023-6,Kedah,1.3436408979830032
2023-7,Kedah,1.3414873015873015
2023-8,Kedah,1.328933782127716
2023-9,Kedah,1.2997040998217468
2023-10,Kedah,1.327868963831867
2023-11,Kedah,1.3227849264705882
2022-1,Kelantan,1.300416854481256
2022-2,Kelantan,1.3131233766233765
2022-3,Kelantan,1.3096063696311857
2022-4,Kelantan,1.2823183818982138
2022-5,Kelantan,1.3074652777777778
2022-6,Kelantan,1.3001505456349207
2022-7,Kelantan,1.2933823529411765
2022-8,Kelantan,1.32475873015873
2022-9,Kelantan,1.336628489673381
2022-10,Kelantan,1.3472759678230264
2022-11,Kelantan,1.3341571969696968
2022-12,Kelantan,1.367139705882353
2023-1,Kelantan,1.3964609580027536
2023-2,Kelantan,1.393536837738743
2023-3,Kelantan,1.3860476504378942
