date,state,price
2022-1,Johor,14.140707564742755
2022-2,Johor,14.22841822817231
2022-3,Johor,14.189422413793103
2022-4,Johor,14.281189083082568
2022-5,Johor,14.183289855072465
2022-6,Johor,14.093379629629629
2022-7,Johor,13.570404910581539
2022-8,Johor,14.079608446464826
2022-9,Johor,14.109225175907309
2022-10,Johor,14.20469796248778
2022-11,Johor,13.99149392714458
2022-12,Johor,14.197587471245114
2023-1,Johor,14.05101327822779
2023-2,Johor,13.94441874656775
2023-3,Johor,14.073717615717616
2023-4,Johor,13.855534504710976
2023-5,Johor,14.712765391791043
2023-6,Johor,15.757408724547512
2023-7,Johor,15.698068503635668
2023-8,Johor,15.984658433584585
2023-9,Johor,15.854764001727172
2023-10,Johor,16.610590732553664
2023-11,Johor,16.585957194351884
2022-1,Kedah,14.072248523204921
2022-2,Kedah,14.031544683986601
2022-3,Kedah,14.020095884431685
2022-4,Kedah,13.962256081277213
2022-5,Kedah,14.192710778322814
2022-6,Kedah,14.308210227506287
2022-7,Kedah,14.26681650018498
2022-8,Kedah,14.218109973885788
2022-9,Kedah,14.087558760683761
2022-10,Kedah,14.055421526908637
2022-11,Kedah,14.18132686691698
2022-12,Kedah,14.075652566948404
2023-1,Kedah,14.118101264261487
2023-2,Kedah,14.020578997630192
2023-3,Kedah,14.118340909090909
2023-4,Kedah,14.240337325670387
2023-5,Kedah,14.645575097618655
2023-6,Kedah,15.486595829852408
2023-7,Kedah,15.88317473297179
2023-8,Kedah,16.446008142558277
2023-9,Kedah,16.032443001443
2023-10,Kedah,16.649156363811628
2023-11,Kedah,16.792999274983778
2022-1,Kelantan,13.81980597585545
2022-2,Kelantan,13.495736426973291
2022-3,Kelantan,13.958264184585907
2022-4,Kelantan,14.036226826988104
2022-5,Kelantan,14.249700732585628
2022-6,Kelantan,14.390054483971179
2022-7,Kelantan,14.38003255102041
2022-8,Kelantan,14.361083153891133
2022-9,Kelantan,14.388981443918563
2022-10,Kelantan,14.497384500713338
2022-11,Kelantan,14.298011504311448
2022-12,Kelantan,14.172106739978208
2023-1,Kelantan,13.618460353253832
2023-2,Kelantan,14.024160582569886
2023-3,Kelantan,14.467013784146138
2023-4,Kelantan,14.408774439898696
2023-5,Kelantan,14.57589428909891
2023-6,Kelantan,16.04460635103348
2023-7,Kelantan,16.1077225665284
2023-8,Kelantan,16.88476275118277
2023-9,Kelantan,16.42264620173865
2023-10,Kelantan,16.636847081596187
2023-11,Kelantan,16.691488749493132
2022-1,Melaka,13.841964646464646
2022-2,Melaka,14.02030303030303
2022-3,Melaka,13.957477272727274
2022-4,Melaka,14.029954545454547
2022-5,Melaka,14.207886904761905
2022-6,Melaka,13.967486263736262
2022-7,Melaka,14.175166666666666
2022-8,Melaka,14.300309829059827
2022-9,Melaka,14.007410256410257
2022-10,Melaka,14.276901785714287
2022-11,Melaka,14.40388392857143
2022-12,Melaka,14.226666666666667
2023-1,Melaka,14.136034798534798
2023-2,Melaka,14.111063644688645
2023-3,Melaka,14.119404761904763
2023-4,Melaka,14.118219047619046
2023-5,Melaka,14.632604395604394
2023-6,Melaka,15.706428571428573
2023-7,Melaka,16.067714285714285
2023-8,Melaka,16.244505494505493
2023-9,Melaka,16.454354395604394
2023-10,Melaka,16.71485897435897
2023-11,Melaka,16.75256639194139
2022-1,Negeri Sembilan,13.290066417300162
2022-2,Negeri Sembilan,13.554631578947369
2022-3,Negeri Sembilan,13.55951754385965
2022-4,Negeri Sembilan,13.63531679197995
2022-5,Negeri Sembilan,13.766049707602338
2022-6,Negeri Sembilan,13.95114880952381
2022-7,Negeri Sembilan,13.892834795321637
2022-8,Negeri Sembilan,13.646257142857143
2022-9,Negeri Sembilan,13.636944444444445
2022-10,Negeri Sembilan,13.65330192638459
2022-11,Negeri Sembilan,13.611928104575162
2022-12,Negeri Sembilan,13.478589181286551
2023-1,Negeri Sembilan,14.007709851551956
2023-2,Negeri Sembilan,13.688989583333333
2023-3,Negeri Sembilan,13.860343567251462
2023-4,Negeri Sembilan,13.798547953216374
2023-5,Negeri Sembilan,14.204956140350877
2023-6,Negeri Sembilan,15.243014724310777
2023-7,Negeri Sembilan,15.582225108225108
2023-8,Negeri Sembilan,15.649328434723172
2023-9,Negeri Sembilan,15.687286255411255
2023-10,Negeri Sembilan,16.178288888888886
2023-11,Negeri Sembilan,16.043815789473683
2022-1,Pahang,13.656937666150647
2022-2,Pahang,13.629802331349207
2022-3,Pahang,13.95463298955946
2022-4,Pahang,13.58147862364244
2022-5,Pahang,13.67499385560676
2022-6,Pahang,14.460122758194185
2022-7,Pahang,13.866073147008374
2022-8,Pahang,14.402550749023012
2022-9,Pahang,14.151041463127804
2022-10,Pahang,14.460089416702852
2022-11,Pahang,14.073868357487923
2022-12,Pahang,13.923719729965157
2023-1,Pahang,14.353990858416944
2023-2,Pahang,14.165343976886316
2023-3,Pahang,14.365282051282051
2023-4,Pahang,13.906122789133427
2023-5,Pahang,15.085243899681364
2023-6,Pahang,15.702478331451157
2023-7,Pahang,15.895388009049775
2023-8,Pahang,16.819490166908565
2023-9,Pahang,16.38402485486212
2023-10,Pahang,17.159281568627453
2023-11,Pahang,16.653873469387754
2022-1,Perak,13.473369899371455
2022-2,Perak,13.676646411454188
2022-3,Perak,13.321784117000767
2022-4,Perak,13.298650129592067
2022-5,Perak,13.626504720853859
2022-6,Perak,13.63495546185745
2022-7,Perak,13.681198860315604
2022-8,Perak,13.536219399296181
2022-9,Perak,13.70164292577618
2022-10,Perak,13.723784210526315
2022-11,Perak,13.610813943239908
2022-12,Perak,13.456426549086506
2023-1,Perak,13.498505196009773
2023-2,Perak,13.215852534562213
2023-3,Perak,13.424414001275743
2023-4,Perak,13.485302394723652
2023-5,Perak,14.052150036897945
2023-6,Perak,15.256165845648605
2023-7,Perak,15.134330202758122
2023-8,Perak,16.06552703962704
2023-9,Perak,15.44322079503252
2023-10,Perak,16.04133244355497
2023-11,Perak,15.825325686238852
2022-1,Perlis,14.333292321477805
2022-2,Perlis,14.347391381766382
2022-3,Perlis,14.36901858974359
2022-4,Perlis,14.300997249127684
2022-5,Perlis,14.458449074074075
2022-6,Perlis,14.523652597402599
2022-7,Perlis,14.426124999999999
2022-8,Perlis,14.47238187874927
2022-9,Perlis,14.545669855072465
2022-10,Perlis,14.49612030075188
2022-11,Perlis,14.503720238095237
2022-12,Perlis,14.602619047619049
2023-1,Perlis,14.426761782661782
2023-2,Perlis,14.515505959191456
2023-3,Perlis,14.499567687747035
2023-4,Perlis,14.41002489177489
2023-5,Perlis,15.362669047619049
2023-6,Perlis,16.200529166666666
2023-7,Perlis,16.820215226802183
2023-8,Perlis,17.16026515151515
2023-9,Perlis,17.142647575757575
2023-10,Perlis,17.327340256410256
2023-11,Perlis,17.351383399209485
2022-1,Pulau Pinang,13.458378796968626
2022-2,Pulau Pinang,13.6427638822229
2022-3,Pulau Pinang,13.700558580969922
2022-4,Pulau Pinang,13.537354584411208
2022-5,Pulau Pinang,13.92560630845406
2022-6,Pulau Pinang,13.955363553113553
2022-7,Pulau Pinang,13.867489329268293
2022-8,Pulau Pinang,13.777272057482582
2022-9,Pulau Pinang,13.767394894894895
2022-10,Pulau Pinang,14.068557216101334
2022-11,Pulau Pinang,13.817870642150247
2022-12,Pulau Pinang,13.919278298936835
2023-1,Pulau Pinang,13.855206731225152
2023-2,Pulau Pinang,13.347025443533786
2023-3,Pulau Pinang,13.940480208248927
2023-4,Pulau Pinang,13.54459963968958
2023-5,Pulau Pinang,14.437664432540075
2023-6,Pulau Pinang,15.472007852919438
2023-7,Pulau Pinang,15.778047646057853
2023-8,Pulau Pinang,16.56880987224158
2023-9,Pulau Pinang,16.02675983453248
2023-10,Pulau Pinang,16.426008691566828
2023-11,Pulau Pinang,16.069172656800564
2022-1,Sabah,14.711959643007921
2022-2,Sabah,14.725991659277804
2022-3,Sabah,14.827040528135313
2022-4,Sabah,14.596332102672294
2022-5,Sabah,14.732758248444759
2022-6,Sabah,14.735996575563739
2022-7,Sabah,14.801252593646534
2022-8,Sabah,14.805538481593047
2022-9,Sabah,14.606557355967077
2022-10,Sabah,14.294971072034448
2022-11,Sabah,14.587421726042002
2022-12,Sabah,14.668090888839727
2023-1,Sabah,14.755563309962536
2023-2,Sabah,14.802632870722835
2023-3,Sabah,14.821536727549468
2023-4,Sabah,14.789590928583202
2023-5,Sabah,15.061166122614857
2023-6,Sabah,15.901369623538333
2023-7,Sabah,17.01396499238965
2023-8,Sabah,17.25609073152586
2023-9,Sabah,17.816839732148598
2023-10,Sabah,17.077419098622894
2023-11,Sabah,17.866830748133722
2022-1,Sarawak,14.13452996573576
2022-2,Sarawak,14.192936328066297
2022-3,Sarawak,14.344201721158958
2022-4,Sarawak,14.303334889877396
2022-5,Sarawak,14.475609843422319
2022-6,Sarawak,14.53391858182432
2022-7,Sarawak,14.793189243154663
2022-8,Sarawak,13.625355456637315
2022-9,Sarawak,14.414235636114912
2022-10,Sarawak,14.528814536480017
2022-11,Sarawak,14.545575148210041
2022-12,Sarawak,14.56398881614839
2023-1,Sarawak,14.673360522117287
2023-2,Sarawak,14.644204617513575
2023-3,Sarawak,14.588319889606066
2023-4,Sarawak,14.641551707130072
2023-5,Sarawak,15.412731329032965
2023-6,Sarawak,16.050164285018745
2023-7,Sarawak,16.61872633832823
2023-8,Sarawak,16.556132999282887
2023-9,Sarawak,17.112153733102563
2023-10,Sarawak,16.993722042569434
2023-11,Sarawak,16.814198059373712
2022-1,Selangor,13.564410316922652
2022-2,Selangor,13.95391555041628
2022-3,Selangor,13.94242762894371
2022-4,Selangor,13.535034072759538
2022-5,Selangor,14.16645397279482
2022-6,Selangor,14.219235408936303
2022-7,Selangor,14.030727678434365
2022-8,Selangor,13.750537383686128
2022-9,Selangor,13.396012896401908
2022-10,Selangor,14.215867499748313
2022-11,Selangor,13.449205695865302
2022-12,Selangor,13.592726109151892
2023-1,Selangor,13.726097290536316
2023-2,Selangor,13.636334474036602
2023-3,Selangor,13.608795468269655
2023-4,Selangor,13.77096535040936
2023-5,Selangor,14.764817542336084
2023-6,Selangor,15.826638543352544
2023-7,Selangor,16.05374911024787
2023-8,Selangor,16.430363584738245
2023-9,Selangor,16.263826848211533
2023-10,Selangor,16.38675688813916
2023-11,Selangor,16.389631400966184
2022-1,Terengganu,14.210786742624977
2022-2,Terengganu,13.580808142150246
2022-3,Terengganu,14.115096014081308
2022-4,Terengganu,13.623833213083214
2022-5,Terengganu,14.168369047619048
2022-6,Terengganu,14.1415974551764
2022-7,Terengganu,14.233776526847773
2022-8,Terengganu,14.305893934240364
2022-9,Terengganu,14.407432675375114
2022-10,Terengganu,14.296585155940267
2022-11,Terengganu,14.17215206378987
2022-12,Terengganu,14.127167832167832
2023-1,Terengganu,14.26673310730676
2023-2,Terengganu,14.17015870596206
2023-3,Terengganu,14.704386329755517
2023-4,Terengganu,14.371337538589904
2023-5,Terengganu,15.109819323671497
2023-6,Terengganu,16.336664240749904
2023-7,Terengganu,16.677179438121943
2023-8,Terengganu,17.17078912815126
2023-9,Terengganu,16.9268770120259
2023-10,Terengganu,17.579829819756245
2023-11,Terengganu,17.530673057545904
2022-1,W.P. Kuala Lumpur,14.225940205662644
2022-2,W.P. Kuala Lumpur,14.383032726614783
2022-3,W.P. Kuala Lumpur,14.358297972765172
2022-4,W.P. Kuala Lumpur,14.348357243064314
2022-5,W.P. Kuala Lumpur,14.475686567164178
2022-6,W.P. Kuala Lumpur,14.626034792900626
2022-7,W.P. Kuala Lumpur,14.411037460780328
2022-8,W.P. Kuala Lumpur,14.300387094034217
2022-9,W.P. Kuala Lumpur,14.151117743535586
2022-10,W.P. Kuala Lumpur,14.326246580377727
2022-11,W.P. Kuala Lumpur,14.159978522231981
2022-12,W.P. Kuala Lumpur,14.16847383247453
2023-1,W.P. Kuala Lumpur,14.565140464224491
2023-2,W.P. Kuala Lumpur,13.922434526967285
2023-3,W.P. Kuala Lumpur,14.206287218045114
2023-4,W.P. Kuala Lumpur,14.365928272742787
2023-5,W.P. Kuala Lumpur,14.893916803940247
2023-6,W.P. Kuala Lumpur,15.985516831087365
2023-7,W.P. Kuala Lumpur,16.66718640106316
2023-8,W.P. Kuala Lumpur,16.69463942307692
2023-9,W.P. Kuala Lumpur,17.019165541403044
2023-10,W.P. Kuala Lumpur,17.30771883724315
2023-11,W.P. Kuala Lumpur,17.044588165328577
2022-1,W.P. Labuan,14.455944055944057
2022-2,W.P. Labuan,14.532222222222222
2022-3,W.P. Labuan,14.51
2022-4,W.P. Labuan,14.475
